session_id,target
1,7.775693710899273e-07
2,3.92082494972624e-07
3,0.00018940335380096882
4,8.178127518388424e-07
5,0.0005005970467749098
6,2.89550468793048e-06
7,0.0002986270928474126
8,0.000175932640652828
9,2.0473488411228993e-06
10,0.00013746568752624348
11,0.0005566613693004187
12,1.5241117495415157e-06
13,6.300502970182883e-06
14,0.003861002321758431
15,0.0017281044000740848
16,1.958098416986651e-05
17,0.00016524487017776295
18,1.7129853646894446e-06
19,0.0009707522883941903
20,1.8360191686020676e-06
21,0.003246500447998259
22,1.0303611475619086e-08
23,0.0011629107385853087
24,2.6995097891353974e-05
25,0.0009851561177927112
26,1.8814460754343993e-05
27,7.720340868160604e-06
28,1.0830876893277633e-07
29,0.008812241144202563
30,0.0011104496329657704
31,0.02854455935021235
32,0.050957290671105895
33,8.918393140063135e-06
34,3.788206132818214e-05
35,0.04224232444486897
36,0.0001588315430549615
37,3.991046304172854e-07
38,5.096867353785089e-07
39,0.0009808200919850653
40,1.2746157448718148e-06
41,0.00715697467827067
42,2.3808737665408703e-05
43,0.0004905711425786465
44,1.6980673980457758e-05
45,0.061964376735154224
46,0.0005285609036011597
47,3.4441258825771037e-06
48,9.63196975960815e-07
49,0.0006271644266450265
50,1.3916638548718084e-06
51,6.496376074416945e-08
52,7.245510536027028e-05
53,0.004246520605977775
54,6.127670681261937e-05
55,0.0039079587723622805
56,4.278657978182853e-06
57,1.4847674401636958e-07
58,1.3207906836518977e-08
59,9.054435972461407e-07
60,2.1167238256769693e-08
61,2.71073228744896e-06
62,2.361308273518573e-05
63,1.6063625998659626e-07
64,0.005525245262680631
65,2.87211089317747e-06
66,9.620539970743576e-07
67,1.833977088133527e-05
68,0.00201747239089099
69,0.01440777053909012
70,2.4751506563649693e-06
71,0.00265189469862355
72,0.0017762811667124457
73,0.0007630636362210787
74,0.0001979279831484532
75,0.0004934567674028968
76,0.00012306869093973836
77,0.0005959912936173512
78,0.0003750894986721748
79,6.15582218939914e-05
80,7.285594483885552e-07
81,3.8166826506014205e-07
82,3.5280869238686124e-07
83,6.94532388398733e-07
84,0.41773346154360635
85,0.0005440254363655204
86,1.5601893360504874e-06
87,0.00041042581725868555
88,0.0015781087582562251
89,0.0011862689338068466
90,0.13273800726920645
91,2.5809840292277717e-06
92,8.811049514517725e-07
93,0.03785895570988163
94,8.115498215648994e-07
95,3.207335597131919e-05
96,4.801262788638019e-07
97,0.005896413685761125
98,1.1845437757685576e-06
99,1.6298882927344767e-07
100,0.0003558094755761815
101,7.291993510000299e-07
102,4.234716339277675e-05
103,8.015809158831004e-07
104,3.100847709261651e-05
105,0.0017122578619886979
106,1.8974494200545171e-06
107,7.832600149052054e-06
108,0.0007201648366984154
109,1.5541329884878887e-06
110,2.6668221301939894e-07
111,0.0001491370974509431
112,5.6168429300713695e-08
113,1.861106791998513e-05
114,1.2920263204584583e-06
115,2.1670743825278868e-07
116,7.192025216716235e-08
117,2.696655780587114e-05
118,0.00044114088357194545
119,2.530724094776739e-07
120,0.005415104817539996
121,9.05641713007759e-07
122,2.1760125187316873e-06
123,7.325750637915162e-07
124,0.0005601211700749683
125,0.006228283015219747
126,5.898490641653265e-07
127,4.083901418482598e-05
128,4.5133188130911865e-06
129,0.00041602924304040735
130,0.00032666587209311806
131,4.670987710876895e-05
132,0.0021785094348409253
133,0.0013624681123071197
134,0.000501811881684037
135,2.471186541525248e-06
136,0.004874291556781597
137,8.244525293365245e-07
138,0.0029753571641748288
139,1.3906324353702941e-06
140,3.605788202242274e-06
141,4.2510804822997547e-07
142,5.176164052909261e-06
143,6.28123667866089e-06
144,0.004349739247063453
145,2.962866815974451e-07
146,2.3780755973369983e-05
147,6.935341830396972e-07
148,0.005807832650225566
149,0.0026133288285390566
150,0.01529828020325301
151,9.178425829377979e-07
152,0.006548549894416832
153,9.717846018303451e-06
154,2.75409604085944e-05
155,0.0009160922932683544
156,1.8808604600649966e-06
157,3.5218432374381053e-06
158,0.0020622308573906727
159,0.0009625173142884884
160,1.9444605641620334e-06
161,0.013252829014006236
162,5.5368068153307646e-05
163,0.00021330885220122227
164,0.00038798710563449606
165,3.0065972252680767e-05
166,2.4727381405353726e-06
167,0.006185657750749965
168,0.002958047770150029
169,0.00060489804918977
170,0.007000555558828754
171,0.00020109804372988894
172,0.0003555213894859784
173,0.0014824244667627823
174,5.13347255965405e-05
175,0.48418577017181796
176,0.0032987077530751726
177,0.004547009675901563
178,0.0002877806754661892
179,0.0002858830260885275
180,0.006946005911573531
181,3.5917903651533402e-06
182,1.374139407319123e-05
183,4.480228101507199e-06
184,0.0002849132850204316
185,9.085319199716295e-05
186,0.00013150872622178265
187,1.256046240193615e-07
188,5.260970333539338e-07
189,0.010255392386775935
190,0.003871953004649686
191,6.799485522370393e-07
192,2.9243344877595378e-06
193,0.006500626786572844
194,6.0153923597245076e-05
195,2.2219810719423615e-06
196,1.6088513358823535e-05
197,0.001988307405243867
198,0.0007274549540166848
199,0.022487124031589697
200,1.0677231437017653e-06
201,0.00039513161532496867
202,0.07339666358344522
203,7.643821073454705e-07
204,1.0613834411150195e-05
205,0.009469949216469603
206,5.230611155384427e-08
207,0.0008565753453770914
208,0.00021976618465855227
209,7.168039318719288e-08
210,0.00032043587879506666
211,0.00035976384025851406
212,0.00025896804678404657
213,8.298858898522576e-07
214,0.0036899647206879937
215,6.964491658798406e-05
216,0.006308328717154839
217,0.01702897069352637
218,0.00060489804918977
219,1.068614561138433e-05
220,0.0001823094695771202
221,0.001543372868738067
222,3.4414608666718984e-06
223,0.01456990759645381
224,0.0005687138429997417
